"accession_id","name","country","latitude","longitude","count_phenotypes"
9520,"IP-Ara-4","Spain",41.7,-3.68,141
9521,"IP-Bar-1","Spain",41.43,2.13,142
9522,"IP-Bea-0","Spain",36.52,-5.27,135
9523,"IP-Ben-0","Spain",38.37,-2.66,135
9524,"IP-Ber-0","Spain",42.52,-0.56,143
9525,"IP-Bis-0","Spain",42.49,0.54,134
9526,"IP-Cab-3","Spain",41.54,2.39,143
9527,"IP-Cad-0","Spain",40.37,-5.74,142
9528,"IP-Cal-0","Spain",40.94,-1.37,143
9529,"IP-Cap-1","Spain",36.97,-3.36,136
9530,"IP-Car-1","Spain",38.25,-4.32,130
9531,"IP-Cdc-3","Spain",41.21,-4.54,137
9532,"IP-Cdo-0","Spain",42.23,-4.64,132
9533,"IP-Cem-0","Spain",41.15,-4.32,128
9534,"IP-Cmo-3","Spain",40.05,-4.65,137
9535,"IP-Coc-1","Spain",42.31,3.19,142
9536,"IP-Cor-0","Spain",40.83,-2,131
9537,"IP-Cum-1","Spain",38.07,-6.66,134
9539,"IP-Deh-1","Spain",40.29,-6.67,143
9540,"IP-Elb-0","Spain",41.81,2.34,135
9541,"IP-Fue-2","Spain",38.26,-5.42,128
9542,"IP-Fun-0","Spain",40.79,-4.05,135
9543,"IP-Gra-0","Spain",36.77,-5.39,130
9544,"IP-Gua-1","Spain",39.4,-5.33,133
9545,"IP-Her-12","Spain",39.4,-5.78,133
9546,"IP-Hom-4","Spain",40.82,-1.68,136
9547,"IP-Hor-0","Spain",41.67,2.62,139
9548,"IP-Hoy-0","Spain",40.4,-5,137
9549,"IP-Hum-2","Spain",42.23,-3.69,135
9550,"IP-Iso-4","Spain",43.05,-5.37,5
9551,"IP-Jim-1","Spain",42.28,-5.92,132
9552,"IP-Lab-7","Spain",40.87,-4.5,9
9553,"IP-Ldd-0","Spain",41.58,-4.71,138
9554,"IP-Lso-0","Spain",38.86,-3.16,128
9555,"IP-Mar-1","Spain",39.58,-3.93,137
9556,"IP-Men-2","Spain",39.66,-4.34,135
9557,"IP-Moa-0","Spain",42.46,0.7,140
9558,"IP-Moc-11","Spain",41.57,-5.64,138
9559,"IP-Mon-5","Spain",38.06,-4.38,132
9560,"IP-Mot-0","Spain",38.19,-6.24,136
9561,"IP-Mun-0","Spain",40.71,-5.04,137
9562,"IP-Mur-0","Spain",41.67,2,142
9564,"IP-Nog-17","Spain",40.45,-1.6,135
9565,"IP-Orb-10","Spain",42.97,-1.23,135
9567,"IP-Pal-0","Spain",42.34,1.3,136
9568,"IP-Pan-0","Spain",42.76,-0.23,18
9569,"IP-Pds-1","Spain",42.87,-6.45,131
9571,"IP-Pro-0","Spain",43.28,-6.01,128
9573,"IP-Rds-0","Spain",41.86,2.99,137
9574,"IP-Rel-0","Spain",38.6,-2.7,127
9576,"IP-Rev-0","Spain",40.86,-4.11,135
9577,"IP-Ria-0","Spain",42.34,2.17,137
9578,"IP-Sac-0","Spain",42.13,-6.7,133
9579,"IP-San-10","Spain",38.33,-3.51,134
9581,"IP-Sdv-3","Spain",42.84,-5.12,141
9582,"IP-Ses-0","Spain",41.48,-1.63,142
9583,"IP-Sne-0","Spain",37.09,-3.38,128
9584,"IP-Stp-0","Spain",41.19,-3.58,136
9585,"IP-Svi-0","Spain",43.4,-7.39,133
9586,"IP-Tam-0","Spain",41.03,-3.27,135
9587,"IP-Tdc-0","Spain",41.5,-1.88,139
9588,"IP-Tol-7","Spain",42.11,0.6,134
9589,"IP-Tor-1","Spain",41.6,-2.83,134
9590,"IP-Trs-0","Spain",43.37,-5.49,132
9591,"IP-Vad-0","Spain",42.86,-3.59,139
9592,"IP-Vae-2","Spain",42.1,-5.44,12
9593,"IP-Vaz-0","Spain",42.26,-2.99,134
9594,"IP-Vdm-0","Spain",42.04,1.01,139
9595,"IP-Vdt-0","Spain",40.89,-5.5,139
9596,"IP-Ver-5","Spain",41.95,-7.45,139
9597,"IP-Vig-1","Spain",42.31,-2.53,142
9598,"IP-Vim-0","Spain",41.88,-6.51,137
9599,"IP-Vin-0","Spain",42.8,-5.77,136
9600,"IP-Vis-0","Spain",39.85,-6.04,137
9601,"IP-Voz-0","Spain",41.85,-1.88,134
9602,"IP-Vpa-1","Spain",40.5,-3.96,142
9606,"Aitba-1","Morocco",31.48,-7.45,137
9607,"Panik-1","Russia",53.05,52.15,12
9608,"Karag-2","Russia",51.37,59.44,10
9609,"Adam-1","Russia",51.41,59.98,130
9610,"Lesno-4","Russia",53.04,51.96,131
9611,"Lesno-1","Russia",53.04,51.9,131
9612,"Lesno-2","Russia",53.04,51.94,134
9613,"Balan-1","Russia",55.36,61.41,10
9615,"Parti-1","Russia",52.99,52.16,132
9616,"Krazo-1","Russia",53.06,51.96,131
9617,"Karag-1","Russia",51.37,59.44,10
9619,"Basta-1","Russia",51.84,79.48,136
9620,"Basta-2","Russia",51.82,79.48,15
9621,"Basta-3","Russia",51.84,79.46,10
9622,"Bijisk-4","Russia",52.52,85.27,132
9624,"Chaba-2","Russia",53.6,79.37,9
9625,"Kolyv-2","Russia",51.31,82.59,137
9626,"Kolyv-3","Russia",51.36,82.59,128
9627,"Kolyv-5","Russia",51.32,82.55,7
9628,"Kolyv-6","Russia",51.33,82.54,15
9629,"K-oze-1","Russia",51.35,82.18,134
9630,"K-oze-3","Russia",51.34,82.16,132
9631,"Lebja-1","Russia",51.65,80.79,131
9632,"Lebja-2","Russia",51.67,80.82,136
9633,"Lebja-4","Russia",51.63,80.83,7
9634,"Masl-1","Russia",54.13,81.31,133
9635,"Nosov-1","Russia",51.87,80.6,127
9636,"Noveg-1","Russia",51.75,80.82,129
9637,"Noveg-2","Russia",51.77,80.85,136
9638,"Noveg-3","Russia",51.73,80.86,129
9639,"Panke-1","Russia",53.82,80.31,10
9640,"Rakit-1","Russia",51.87,80.06,136
9641,"Rakit-2","Russia",51.9,80.06,132
9642,"Rakit-3","Russia",51.84,80.06,131
9643,"Sever-1","Russia",52.1,79.31,134
9644,"Zupan-1","CRO",45.07,18.72,128
9645,"Gradi-1","CRO",45.17,18.7,131
9646,"Aiell-1","Italy",39.126899,16.170188,10
9647,"Basen-1","Italy",40.37,16.77,131
9648,"Bisig-1","Italy",39.48,16.28,10
9649,"Bivio-1","Italy",39.13,16.17,135
9651,"Filet-1","Italy",40.68,14.87,132
9653,"Giffo-1","Italy",38.44,16.13,137
9655,"Marce-1","Italy",38.92,16.47,15
9656,"Marti-1","Italy",40.64,17.31,130
9657,"Melic-1","Italy",38.45,16.04,136
9658,"Nicas-1","Italy",38.97,16.34,7
9659,"Pigna-1","Italy",41.18,14.18,135
9660,"Sarno-1","Italy",40.84,14.57,132
9661,"Cimin-1","Italy",39.58,16.21,132
9663,"Teano-1","Italy",41.33,14.09,132
9664,"Mitterberg-1-179","Italy",46.36,11.28,9
9665,"Mitterberg-1-180","Italy",46.36,11.28,12
9666,"Mitterberg-1-182","Italy",46.36,11.28,10
9667,"Mitterberg-1-183","Italy",46.36,11.28,10
9668,"Mitterberg-2-184","Italy",46.37,11.28,7
9669,"Mitterberg-2-185","Italy",46.37,11.28,12
9670,"Mitterberg-2-186","Italy",46.37,11.28,10
9671,"Mitterberg-3-187","Italy",46.37,11.28,8
9672,"Mitterberg-3-188","Italy",46.37,11.28,10
9673,"Mitterberg-3-189","Italy",46.37,11.28,10
9676,"Mitterberg-4-192","Italy",46.37,11.29,10
9677,"Mitterberg-4-193","Italy",46.37,11.29,7
9678,"Mitterberg-4-194","Italy",46.37,11.29,7
9679,"Castelfed-1-195","Italy",46.34,11.29,7
9680,"Castelfed-1-196","Italy",46.34,11.29,10
9681,"Castelfed-1-197","Italy",46.34,11.29,10
9682,"Castelfed-1-198","Italy",46.34,11.29,10
9683,"Castelfed-1-199","Italy",46.34,11.29,10
9684,"Castelfed-2-200","Italy",46.34,11.29,10
9685,"Castelfed-2-201","Italy",46.34,11.29,10
9686,"Castelfed-2-202","Italy",46.34,11.29,10
9687,"Castelfed-2-203","Italy",46.34,11.29,10
9689,"Castelfed-3-205","Italy",46.34,11.29,10
9690,"Castelfed-3-206","Italy",46.34,11.29,10
9691,"Castelfed-3-207","Italy",46.34,11.29,10
9692,"Castelfed-3-208","Italy",46.34,11.29,7
9693,"Castelfed-3-209","Italy",46.34,11.29,10
9694,"Castelfed-4-210","Italy",46.34,11.29,10
9695,"Castelfed-4-211","Italy",46.34,11.29,10
9696,"Castelfed-4-214","Italy",46.34,11.29,10
9697,"Dolen-1","BUL",41.62,23.94,136
9698,"Goced-1","BUL",41.57,23.85,135
9699,"Kolar-1","BUL",41.37,23.14,136
9700,"Dolna-1-10","BUL",42.32,23.1,10
9701,"Ivano-1","BUL",43.7,25.91,131
9703,"Melni-1","BUL",41.53,23.39,7
9704,"Melni-2","BUL",41.53,23.39,15
9705,"Choto-1","BUL",41.5,23.33,131
9706,"Dospa-1","BUL",41.64,24.18,131
9707,"Podvi-1","BUL",41.57,24.84,132
9708,"Kardz-1","BUL",41.62,25.35,128
9709,"Zerev-1-34","BUL",41.85,23.13,10
9710,"Zerev-1-35","BUL",41.85,23.13,7
9711,"Dolna-1-39","BUL",42.32,23.1,10
9712,"Dolna-1-40","BUL",42.32,23.1,15
9713,"Stara-1","BUL",42.49,25.61,133
9714,"Grivo-1","BUL",41.84,25.75,131
9716,"Leska-1-44","BUL",41.54,24.98,134
9717,"Kardz-2","BUL",41.66,25.47,132
9718,"Smolj-1","BUL",41.55,24.75,127
9719,"Koren-1","BUL",41.83,25.69,132
9720,"Malak-1","BUL",41.77,25.68,130
9721,"Schip-1","BUL",42.72,25.33,15
9722,"Groch-1","BUL",41.71,24.41,128
9723,"Slavi-2","BUL",41.42,23.67,137
9725,"Epidauros-1","Greece",37.6,23.08,132
9726,"Faneronemi-3","Greece",37.07,22.04,137
9727,"Olympia-2","Greece",37.63,21.62,15
9728,"Stiav-1","Slovakia",48.46,18.9,10
9729,"Stiav-2","Slovakia",48.46,18.9,10
9730,"Bela-1","Slovakia",48.47,18.94,15
9731,"Stiav-3","Slovakia",48.46,18.9,10
9732,"Halca-1","Slovakia",48.47,18.96,126
9733,"Bela-2","Slovakia",48.47,18.94,12
9735,"Bela-4","Slovakia",48.47,18.94,9
9736,"Teiu-2","Romania",44.69,25.17,135
9737,"Ulies-1","Romania",45.95,22.62,134
9738,"Bran-1","Romania",45.57,25.42,130
9739,"Toc-1","Romania",46.01,22.33,134
9741,"Orast-1","Romania",45.84,23.16,136
9743,"Furni-1","Romania",45.14,25,135
9744,"Iasi-1","Romania",47.16,27.59,131
9745,"Sij 1/96","Uzbekistan",41.45,70.05,15
9747,"Zabar-1","Serbia",44.38,21.22,131
9748,"Zagub-1","Serbia",44.23,21.71,136
9749,"Knjas-1","Serbia",43.54,22.29,132
9754,"Sredn-1","Serbia",44.66,21.37,125
9755,"Vajug-1","Serbia",44.56,22.56,129
9756,"Staro-2","Serbia",44.3,21.08,13
9757,"Staro-1","Serbia",44.3,21.08,15
9758,"Altai-5","China",47.75,88.4,151
9759,"Anz-0","Iran",37.47,49.47,151
9761,"Bik-1","Lebanon",33.92,35.7,132
9762,"Etna-2","Italy",37.69,14.98,159
9764,"Qar-8a","Lebanon",34.1,35.84,159
9766,"Westkar-4","Kyrgyzstan",42.26,74.16,163
9768,"Ru4-16","GER",48.57,9.16,15
9769,"HE-1","GER",48.55,8.99,135
9770,"KBG2-13","GER",48.53,9.01,15
9771,"Pfn-N2.2-6","GER",48.56,9.11,131
9772,"Hof-1","GER",48.41,8.85,138
9774,"Alt-1","GER",48.59,9.22,135
9775,"Berg-1","GER",48.41,8.79,136
9776,"Fell3-7","GER",48.43,8.79,21
9777,"Gn-1","GER",48.57,9.17,130
9778,"Bach-7","GER",48.41,8.84,21
9779,"Bai-10","GER",48.5,8.78,136
9780,"Fell2-4","GER",48.43,8.79,10
9781,"Kus2-2","GER",48.52,9.11,136
9782,"Lu3-30","GER",48.53,9.09,134
9783,"Tu-PK-7","GER",48.52,9.05,10
9784,"Erg2-6","GER",48.5,8.8,139
9785,"Ha-HBT1-2","GER",48.54,9.02,15
9786,"Ha-P-13","GER",48.54,9.01,10
9787,"HI-4","GER",48.5,9,132
9788,"KBG1-14","GER",48.53,9.01,10
9789,"Obh-13","GER",48.39,8.96,132
9790,"Gn2-3","GER",48.58,9.18,131
9791,"Haes-1","GER",48.6,9.2,131
9792,"Lu4-2","GER",48.54,9.09,10
9793,"Ru-N2","GER",48.57,9.16,15
9794,"Tu-B1-2","GER",48.52,9.08,15
9795,"Wank-2","GER",48.5,9.11,137
9796,"Bach2-1","GER",48.41,8.84,15
9797,"Ha-HBT2-10","GER",48.54,9.02,10
9798,"Ha-P2-1","GER",48.54,9.01,15
9799,"Hart-2","GER",48.39,8.85,131
9800,"Ha-S-B","GER",48.54,9.01,15
9801,"Ha-SP-2","GER",48.54,9.01,15
9802,"Kus3-1","GER",48.51,9.11,131
9803,"Muh-2","GER",48.42,8.76,136
9804,"Obe1-15","GER",48.45,8.87,141
9805,"Pfn-10","GER",48.54,9.09,10
9806,"Ru-2","GER",48.56,9.16,16
9807,"Schl-7","GER",48.6,9.22,138
9808,"Tu-B2-3","GER",48.52,9.08,10
9809,"Tu-KB-6","GER",48.52,9.05,10
9810,"Tu-KS-7","GER",48.53,9.07,130
9811,"Tu-NK-12","GER",48.52,9.05,21
9812,"Tu-W1","GER",48.52,9.03,132
9813,"BI-4","GER",48.4,8.77,136
9814,"Fell1-10","GER",48.42,8.79,136
9815,"Ha-HBT3-11","GER",48.54,9.02,15
9816,"Tu-WH","GER",48.55,9.06,15
9817,"IP-Ace-0","Spain",39.84,-6.6,129
9819,"IP-Amu-0","Spain",42.35,-3.03,137
9820,"IP-Are-0","Spain",41,-4.71,134
9821,"IP-Aru-0","Spain",41.81,2.49,137
9822,"IP-Aul-0","Spain",40.52,-4.02,138
9823,"IP-Bae-0","Spain",43.34,-5.84,131
9824,"IP-Bes-5","Spain",42.91,-4.91,13
9825,"IP-Boa-0","Spain",40.4,-3.88,134
9826,"IP-Bor-0","Spain",42.49,-6.71,133
9827,"IP-Bos-0","Spain",42.78,0.69,132
9828,"IP-Bra-0","Spain",42.5,-6.15,131
9830,"IP-Bus-0","Spain",36.97,-3.28,132
9831,"IP-Cas-0","Spain",38.54,-3.39,132
9832,"IP-Cat-0","Spain",40.54,-3.69,132
9833,"IP-Cha-0","Spain",40.38,-4.21,137
9834,"IP-Cho-0","Spain",40.51,-3.9,134
9835,"IP-Cir-0","Spain",40.61,-6.57,134
9836,"IP-Cod-0","Spain",41.25,-1.32,134
9837,"IP-Con-0","Spain",37.94,-5.6,130
9838,"IP-Cot-0","Spain",41.83,-5.38,130
9839,"IP-Coy-0","Spain",40.44,-4.27,135
9840,"IP-Dar-0","Spain",41.13,-1.43,135
9841,"IP-Ees-0","Spain",40.59,-4.15,134
9843,"IP-Elp-0","Spain",40.53,-3.92,137
9844,"IP-Esn-2","Spain",42.27,0.19,16
9845,"IP-Evs-0","Spain",40.48,-3.96,133
9846,"IP-Ezc-2","Spain",42.31,-3.02,135
9847,"IP-Fel-2","Spain",43.31,-5.7,128
9848,"IP-Glo-1","Spain",40.11,-5.77,135
9849,"IP-Gud-3","Spain",40.65,-4.11,136
9850,"IP-Hec-0","Spain",42.86,-0.7,137
9851,"IP-Hue-3","Spain",42.96,-6.1,11
9852,"IP-Ini-0","Spain",40.46,-3.75,134
9853,"IP-Lac-0","Spain",43.33,-5.91,135
9854,"IP-Laf-1","Spain",43.36,-5.88,132
9855,"IP-Lam-0","Spain",40.57,-3.89,137
9856,"IP-Lch-0","Spain",40.51,-4,16
9857,"IP-Leg-0","Spain",40.33,-3.8,16
9858,"IP-Loz-0","Spain",40.98,-3.8,15
9859,"IP-Lro-0","Spain",40.5,-3.88,13
9860,"IP-Lum-0","Spain",42.24,-2.62,10
9861,"IP-Mac-0","Spain",40.72,-3.21,15
9862,"IP-Mad-0","Spain",40.45,-3.67,10
9864,"IP-Mat-0","Spain",41.76,2.69,16
9866,"IP-Mdd-0","Spain",41.89,-2.79,136
9867,"IP-Mie-1","Spain",40.94,-3.22,137
9868,"IP-Moe-0","Spain",41.78,2.37,134
9869,"IP-Moj-0","Spain",36.76,-5.28,129
9870,"IP-Moz-0","Spain",41.91,0.17,136
9871,"IP-Nac-0","Spain",40.75,-3.99,130
9873,"IP-Ndc-0","Spain",37.94,-5.45,129
9874,"IP-Oja-0","Spain",42.34,-3,134
9875,"IP-Ovi-1","Spain",43.38,-5.87,130
9876,"IP-Pad-0","Spain",41.34,0.99,134
9877,"IP-Pdl-0","Spain",43.02,-5.6,11
9878,"IP-Pee-0","Spain",40.78,-3.62,136
9879,"IP-Per-0","Spain",37.6,-1.12,129
9880,"IP-Pib-1","Spain",42.72,-3.44,134
9881,"IP-Pie-0","Spain",40.46,-5.32,136
9882,"IP-Pil-0","Spain",40.46,-4.26,134
9883,"IP-Piq-0","Spain",42.1,-2.56,133
9885,"IP-Prd-0","Spain",41.14,-3.68,134
9886,"IP-Pru-0","Spain",42.38,1.73,135
9887,"IP-Pun-0","Spain",40.4,-4.77,131
9888,"IP-Pva-1","Spain",40.93,-3.31,136
9890,"IP-Rib-1","Spain",43.16,-5.07,132
9891,"IP-Sal-0","Spain",41.93,2.92,129
9892,"IP-Sam-0","Spain",42.68,-6.96,133
9894,"IP-Sen-0","Spain",42.59,0.76,131
9895,"IP-Sfb-6","Spain",41.78,2.57,137
9897,"IP-Smt-1","Spain",40.95,-5.63,137
9898,"IP-Som-0","Spain",41.14,-3.58,135
9899,"IP-Tau-0","Spain",42.54,0.84,138
9900,"IP-Tri-0","Spain",37.38,-6.01,132
9901,"IP-Urd-1","Spain",42.27,-2.98,132
9902,"IP-Usa-0","Spain",40.71,-3.24,137
9903,"IP-Val-0","Spain",42.31,-3.1,129
9904,"IP-Vas-0","Spain",40.95,-3.31,135
9905,"IP-Ven-0","Spain",40.76,-4.01,128
9906,"IP-Mah-6","Spain",40,4.25,133
9908,"ESP-1-11","France",50.72,3.47,15
9909,"GEN-8","France",50.59,3.3,14
9910,"BRI-2","France",50.68,3.52,135
9911,"ARGE-1-15","France",47.16,4.28,10
9912,"CIRY-13","France",46.67,4.55,8
9914,"IST-29","France",47.58,5.33,15
9915,"MAR-4-16","France",47.45,3.94,128
9917,"RAD-21","France",46.69,4.34,15
9918,"SAUL-24","France",47.43,5.21,109
9920,"DIR-9","France",48.54,4.32,136
9921,"FOR-23","France",48.57,4.41,10
9924,"PLY-20","France",48.59,4.24,132
9925,"RUM-20","France",48.91,4.52,135
9926,"TRE-1","France",48.86,4.1,15
9927,"ARR-17","France",44.05,3.69,130
9928,"BEZ-9","France",44.12,3.77,128
9929,"ISS-20","France",43.92,3.71,15
9930,"LEC-25","France",43.91,4.14,15
9932,"NOZ-6","France",44.12,4.33,14
9933,"VED-10","France",43.74,3.89,137
9935,"BAU-15","France",50.6,2.93,131
9937,"CATS-6","France",50.79,2.69,131
9938,"WAV-8","France",50.65,2.99,136
9939,"Aitba-2","Morocco",31.48,-7.45,19
9941,"Fei-0","POR",40.92,-8.54,135
9942,"Agu-1","Spain",41.32,-1.34,18
9943,"Cdm-0","Spain",39.73,-5.74,19
9944,"Don-0","Spain",36.83,-6.36,140
9945,"Leo-1","Spain",41.8,-3.11,19
9946,"Mer-6","Spain",38.92,-6.34,16
9947,"Ped-0","Spain",40.74,-3.9,140
9948,"Pra-6","Spain",41.05,-3.54,15
9949,"Qui-0","Spain",42.69,-6.93,17
9950,"Vie-0","Spain",42.63,0.76,17
9951,"Kly-1","Russia",51.3333,82.5667,16
9952,"Kly-4","Russia",51.32,82.55,14
9953,"Koz-2","Russia",51.33,82.19,14
9955,"Stepn-2","Russia",54.09,60.46,11
9956,"Stepn-1","Russia",54.06,60.48,11
9957,"Borsk-2","Russia",53.04,51.75,11
9958,"Shigu-1","Russia",53.33,49.48,19
9959,"Shigu-2","Russia",53.33,49.48,19
9960,"Kidr-1","Russia",51.31,57.56,19
9962,"Galdo-1","Italy",40.57,15.32,14
9963,"Lago-1","Italy",39.18,16.26,14
9964,"Mammo-1","Italy",38.36,16.23,14
9965,"Mammo-2","Italy",38.38,16.22,18
9966,"Monte-1","Italy",40.28,15.65,16
9968,"Timpo-1","Italy",39.27,16.27,19
9969,"Valsi-1","Italy",40.18,16.45,13
9970,"Altenb-2","Italy",46.37,11.24,19
9971,"Bozen-1.1","Italy",46.51,11.33,19
9972,"Bozen-1.2","Italy",46.51,11.33,19
9973,"Mitterberg-1-181","Italy",46.36,11.28,17
9974,"Castelfed-4-212","Italy",46.34,11.29,19
9975,"Castelfed-4-213","Italy",46.34,11.29,18
9976,"Rovero-1","Italy",46.25,11.17,19
9978,"Vezzano-2.2","Italy",46.63,10.82,19
9979,"Voeran-1","Italy",46.36,11.23,19
9980,"Angel-1","Italy",38.62,16.17,16
9981,"Angit-1","Italy",38.76,16.24,11
9982,"Apost-1","Italy",39.01,16.47,11
9983,"Ciste-1","Italy",41.62,12.87,19
9984,"Ciste-2","Italy",41.62,12.87,14
9985,"Slavi-1","BUL",41.43,23.65,19
9986,"Jablo-1","BUL",41.59,25.2,18
9987,"Lecho-1","BUL",41.43,23.5,19
9988,"Bak-2","Georgia",41.7942,43.4767,18
9990,"Lag2-2","Georgia",41.8296,46.2831,14
9991,"Vash-1","Georgia",41.2381,46.3728,10
9993,"Nemrut-1","Turkey",38.6425,42.2394,15
9995,"HKT2.4","GER",48.14,9.4,18
9996,"Nie1-2","GER",48.52,8.8,16
9997,"Rue3.1-31","GER",48.56,9.16,16
9998,"Star-8","GER",48.43,8.82,19
9999,"TueSB30-3","GER",48.53,9.06,19
10001,"TueV-13","GER",48.52,9.05,19
10002,"TueWal-2","GER",48.53,9.04,19
10004,"Bolin-1","Romania",44.46,25.74,19
10005,"Copac-1","Romania",46.11,21.95,20
10006,"Kastel-1","Ukraine",44.6419,34.3814,138
10008,"Sij-1","Uzbekistan",41.45,70.05,13
10009,"Sij-2","Uzbekistan",41.45,70.05,19
10010,"Sij-4","Uzbekistan",41.45,70.05,18
10011,"Yeg-1","Armenia",39.8692,45.3622,15
10012,"Istisu-1","Azerbaijan",38.9786,48.5594,14
10013,"Lerik1-3","Azerbaijan",38.7406,48.6131,13
10014,"Xan-1","Azerbaijan",38.6536,48.7992,137
10015,"Ara-1","Afghanistan",37.29,71.3,19
10017,"Petro-1","Serbia",44.34,21.46,17
10018,"Dobra-1","Serbia",44.84,20.16,19
10020,"Jl-2","Czech Republic",49.17,16.5,33
10022,"Uk-3","GER",48.0333,7.7667,17
10023,"Strand-1","Norway",68.8,15.45,10
10027,"Uk-6","GER",48.02838,7.765567,0
14312,"Kos-1","Russia",62.02,34.12,0
14313,"Kos-2","Russia",62.02,34.12,0
14314,"Radk-1","Russia",61.59,35.11,0
14315,"Radk-2","Russia",61.59,35.11,0
14318,"Shu-1","Russia",61.94,34.24,0
14319,"Shu-2","Russia",61.94,34.24,0
15560,"Valm","Russia",61.37,61.37,0
15591,"OOE1-1","Austria",48.3315333,14.72665,0
15592,"OOE3-1","Austria",48.3314667,14.7158667,0
15593,"OOE3-2","Austria",48.3314667,14.7158667,0
18694,"Pien","Russia",60.4,32.09,0
18696,"Samm","Russia",61.57,30.63,0
19949,"OOE2-1","Austria",48.3268333,14.7181667,0
19950,"OOE2-2","Austria",48.3268333,14.7181667,0
19951,"OOE23","Austria",48.3268333,14.7181667,0
100000,"Wil-1","Lithuania",54.6833,25.3167,118
